37354.195877 0.1
2.67462952951e+19 0.2
37.603795787 0.3
38.5211234307 0.4
377679.671345 0.5
2.00527472935 0.6
5.46773831921e+22 0.7
1.65197182742e+14 0.8
0.873134770716 0.9
1.88786983389 1.0
2.34560699932e+38 1.1
2.5848611034e+15 1.2
60.0906720113 1.3
1.33593798699e+30 1.4
2730965589.02 1.5
1.96518406369e+73 1.6
9.60564087158e+128 1.7
5.5421080563e+22 1.8
3.9387417623e+43 1.9
1e+292 2.0
1e+292 2.1
2.11028221609e+187 2.2
3.40535574567e+12 2.3
2.66018897759e+23 2.4
9.77948566229e+90 2.5
3.20879585371e+224 2.6
1e+292 2.7
1e+292 2.8
1e+292 2.9
1.34106228342e+278 3.0
1.3884887367e+172 3.1
7.0314811668e+66 3.2
28452388784.6 3.3
5.91977644868 3.4
2825207611.13 3.5
3.07092578394 3.6
8.47428352859e+28 3.7
1.79839157413e+202 3.8
1e+292 3.9

