17.7332922436 0.1
406047.405572 0.2
18544771501.2 0.3
356162719.806 0.4
71146795.011 0.5
535.230799367 0.6
1.48173065038 0.7
2915.59621616 0.8
57844.6630297 0.9
12.9027513903 1.0
1.34252432831 1.1
1739.14439287 1.2
196185.44069 1.3
18314.4947981 1.4
1289.12451483 1.5
1481318.33274 1.6
288.3457326 1.7
14.562237942 1.8
36.7083726482 1.9
1.01096299115 2.0
5.94405595057 2.1
1.11332424242 2.2
192788.746141 2.3
333157.192282 2.4
3335184.79738 2.5
1.99490652393 2.6
83824.7541919 2.7
3.69248985512e+20 2.8
4.444879572e+39 2.9
6.78134487432e+73 3.0
2.37637169549e+120 3.1
1.85290848698e+172 3.2
1.79281579429e+187 3.3
2.51482499622e+114 3.4
2.51042956656e+63 3.5
6.26351232455e+71 3.6
1.78250197413e+100 3.7
2.15453852361e+131 3.8
5.03332489777e+162 3.9

