0.955935388768 0.1
1.41580711331 0.2
1.95668905872 0.3
1.71924834535 0.4
1.66870881105 0.5
1.20269559813 0.6
0.997497333889 0.7
1.01014045835 0.8
1.06557066134 0.9
0.951436140832 1.0
0.99529831164 1.1
1.24351830195 1.2
1.3632821235 1.3
1.30847892066 1.4
1.23385388018 1.5
1.47964957148 1.6
1.18085919148 1.7
1.08694170014 1.8
1.12800689309 1.9
0.984812805689 2.0
0.961613048065 2.1
0.991405001047 2.2
1.36230478512 2.3
1.40874035439 2.4
1.51779127457 2.5
1.00339277624 2.6
1.07645607342 2.7
2.50696745435 2.8
7.46591411908 2.9
54.2490024272 3.0
978.429204764 3.1
27611.2437966 3.2
72114.5352385 3.3
688.796971947 3.4
29.8074449661 3.5
48.5074573979 3.6
261.359308493 3.7
1867.55355728 3.8
14470.3206554 3.9

