1.07671840334 0.1
2.01213993954 0.2
4.48953444421 0.3
3.27743249353 0.4
2.90213511717 0.5
1.43382861035 0.6
1.03423048297 0.7
1.43980843312 0.8
1.76619384605 0.9
1.06340367806 1.0
1.02432882014 1.1
1.51008046323 1.2
1.91003401438 1.3
1.6787014205 1.4
1.49008357849 1.5
2.21437814804 1.6
1.39437035719 1.7
1.2011000166 1.8
1.26297571785 1.9
1.01552936546 2.0
1.03067468431 2.1
1.0149529671 2.2
1.90864644797 2.3
1.98991841466 2.4
2.3442871976 2.5
1.06396792769 2.6
1.79579676779 2.7
13.685881104 2.8
224.090551558 2.9
46417.4626037 3.0
72957040.4396 3.1
281836435520.0 3.2
3.08989972889e+12 3.3
27321781.1186 3.4
9193.36614085 3.5
32872.642349 3.6
3027471.50928 3.7
423907409.561 3.8
64017334163.5 3.9

